Input_A1_001,Input_A1_002,Input_A1_003,Input_A1_004,Input_A1_005,Input_A1_006,Input_A1_007,Input_A1_008,Input_A1_009,Input_A1_010,Input_A1_011,Input_A1_012,Input_A1_013,Input_A1_014,Input_A1_015,Input_A1_016,Input_A1_017,Input_A1_018,Input_A1_019,Input_A1_021,Input_A1_022,Input_A1_023,Input_A1_024,Input_A2_001,Input_A2_002,Input_A2_003,Input_A2_004,Input_A2_005,Input_A2_006,Input_A2_007,Input_A2_008,Input_A2_009,Input_A2_010,Input_A2_011,Input_A2_012,Input_A2_013,Input_A2_014,Input_A2_015,Input_A2_018,Input_A2_019,Input_A2_020,Input_A2_021,Input_A2_022,Input_A2_023,Input_A3_001,Input_A3_002,Input_A3_003,Input_A3_004,Input_A3_005,Input_A3_006,Input_A3_007,Input_A3_008,Input_A3_009,Input_A3_010,Input_A3_011,Input_A3_012,Input_A3_014,Input_A3_019,Input_A3_020,Input_A3_021,Input_A3_022,Input_A3_023,Input_A3_024,Input_A4_001,Input_A4_002,Input_A4_003,Input_A4_004,Input_A4_005,Input_A4_006,Input_A4_007,Input_A4_008,Input_A4_009,Input_A4_010,Input_A4_011,Input_A4_012,Input_A4_013,Input_A4_014,Input_A4_015,Input_A4_016,Input_A4_017,Input_A4_018,Input_A4_019,Input_A4_020,Input_A4_021,Input_A4_022,Input_A4_023,Input_A4_024,Input_A5_001,Input_A5_002,Input_A5_003,Input_A5_004,Input_A5_005,Input_A5_006,Input_A5_007,Input_A5_008,Input_A5_009,Input_A5_010,Input_A5_011,Input_A5_012,Input_A5_013,Input_A5_014,Input_A5_015,Input_A5_016,Input_A5_017,Input_A5_018,Input_A5_019,Input_A5_020,Input_A5_021,Input_A5_022,Input_A5_023,Input_A5_024,Input_A6_002,Input_A6_003,Input_A6_004,Input_A6_005,Input_A6_006,Input_A6_007,Input_A6_008,Input_A6_009,Input_A6_010,Input_A6_012,Input_A6_013,Input_A6_014,Input_A6_015,Input_A6_016,Input_A6_017,Input_A6_018,Input_A6_020,Input_A6_021,Input_A6_022,Input_A6_023,Input_C_001,Input_C_002,Input_C_003,Input_C_004,Input_C_005,Input_C_006,Input_C_007,Input_C_008,Input_C_009,Input_C_010,Input_C_011,Input_C_012,Input_C_014,Input_C_039,Input_C_040,Input_C_041,Input_C_042,Input_C_043,Input_C_044,Input_C_045,Input_C_047,Input_C_048,Input_C_051,Input_C_052,Input_C_053,Input_C_054,Input_C_055,Input_C_056,Input_C_059,Input_C_060,Input_C_061,Input_C_062,Input_C_083,Input_C_084,Input_C_085,Input_C_086,Input_C_087,Input_C_088,Input_C_089,Input_C_090,Input_C_091,Input_C_092,Input_C_093,Input_C_094,Input_C_095,Input_C_097,Input_C_098,Input_C_099,Input_C_100,Input_C_101,Input_C_102,Input_C_103,Input_C_104,Input_C_105,Input_C_106,Input_C_107,Input_C_108,Input_C_109,Input_C_110,Input_C_111,Input_C_112,Input_C_113,Input_C_114,Input_C_115,Input_C_116,Input_C_117,Input_C_118,Input_C_119,Input_C_120,Input_C_121,Input_C_122,Input_C_123,Input_C_124,Input_C_125,Input_C_126,Input_C_127,Input_C_128,Input_C_129,Input_C_130,Input_C_131,Input_C_132,Input_C_133,Input_C_134,Input_C_135,Input_C_136,Input_C_137,Output_A1,Output_A2,Output_A3,Output_A4,Output_A5,Output_A6
0.07,0.05,0.03,0.0,0.0,0.006,0.006,0.002,0.003,0.002,0.004,0.009000000000000001,0.008,0.008,-0.01,-0.01,-0.02,-0.02,-0.02,0.597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.002,0.003,0.002,0.005,0.006,0.004,0.008,-0.02,-0.03,-0.02,2.1,0.5720000000000001,-0.02,-0.02,0.0,0.0,0.0,0.0,0.0,0.008,0.01,0.002,0.005,0.002,0.003,0.006,0.006,-0.02,0.9,0.5820000000000001,-0.04,-0.04,-0.04,0.0,0.0,0.0,0.03,0.05,0.002,0.006,0.002,0.002,0.002,0.005,0.01,0.006,0.004,0.02,-0.01,-0.01,-0.01,-0.03,2.8,0.57,-0.03,-0.03,-0.03,0.0,0.0,0.02,0.04,0.08,0.01,0.01,0.002,0.003,0.002,0.003,0.006999999999999999,0.006,0.006,-0.01,-0.01,-0.03,-0.02,-0.01,1.8,0.541,-0.01,-0.01,-0.01,0.0,0.0,0.03,0.05,0.004,0.012,0.002,0.002,0.002,0.009000000000000001,0.004,0.004,0.02,-0.02,-0.02,-0.02,3.2,0.597,0.01,0.01,3.9,0.04,0.04,0,0.0,0,0.002,2.5,0.04,0.02,0.003,0.005,0.005,0.0009,0.0011,0.0008,0.0007,0.0004,0.0006,0.0006,0.0004,0.0006,0.003,0.008,0.005,0.004,0.009000000000000001,0.005,0.004,0.012,834,834,3.0,0.042,0.008,0.01,0.004,0.006,0.008,0.004,0.006,0.01,0.02,0.01,0.0,0.01,0.01,0.0,0.01,0.02,0.01,0.01,15.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.02,0.04,0.04,0.04,0.02,0.02,0.04,0.03,0.02,0.04,0.03,0.04,0.03,0.04,0.03,0.03,0.04,0,-0.005,-0.006,3.7,1.0,1.0,4.806,3.7089999999999996,3.798,3.24,3.8169999999999997,3.568
0.0,0.0,0.0,0.03,0.05,0.003,0.01,0.002,0.002,0.002,0.003,0.004,0.008,0.008,-0.05,-0.05,-0.05,-0.05,-0.04,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.009000000000000001,0.002,0.002,0.002,0.004,0.004,0.006,0.006,-0.05,-0.05,-0.04,1.0,0.6,0.02,0.02,0.0,0.0,0.02,0.05,0.1,0.004,0.016,0.002,0.003,0.002,0.002,0.009000000000000001,0.004,-0.05,1.0,0.6,0.03,0.03,0.03,0.0,0.0,0.02,0.04,0.09,0.004,0.01,0.002,0.003,0.002,0.004,0.004,0.004,0.006,-0.05,-0.05,-0.05,-0.05,-0.04,1.0,0.6,0.03,0.03,0.03,0.0,0.0,0.02,0.04,0.08,0.002,0.009000000000000001,0.002,0.002,0.002,0.004,0.008,0.004,0.004,-0.05,-0.05,-0.03,-0.04,-0.03,1.0,0.6,0.01,0.01,0.01,0.0,0.0,0.03,0.05,0.002,0.008,0.002,0.005,0.002,0.003,0.006,0.004,-0.05,-0.04,-0.04,-0.05,1.0,0.6,0.0,0.0,4.0,0.04,0.04,0,0.002,0,0.0,3.0,0.04,0.02,0.003,0.004,0.005,0.0016,0.0007,0.0009,0.0007,0.0006,0.0007,0.0007,0.0006,0.0006,0.003,0.004,0.005,0.002,0.008,0.004,0.004,0.006999999999999999,834,834,2.5,0.04,0.02,0.003,0.003,0.003,0.005,0.004,0.004,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,15.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.01,0.02,0.03,0.03,0.03,0.01,0.03,0.02,0.05,0.01,0.01,0.03,0.05,0.02,0.03,0.05,0.05,0.03,0,-0.006,-0.006,3.7,1.0,1.0,4.987,4.763,3.5269999999999997,4.744,4.252,3.2880000000000003
0.0,0.0,0.0,0.03,0.05,0.002,0.012,0.002,0.004,0.002,0.004,0.006,0.002,0.002,-0.03,-0.04,-0.03,-0.03,-0.04,0.574,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.004,0.01,0.002,0.004,0.002,0.003,0.01,0.002,0.004,0.02,-0.02,-0.02,0.3,0.555,0.01,0.01,0.0,0.0,0.0,0.02,0.03,0.002,0.01,0.002,0.005,0.002,0.002,0.008,0.004,-0.03,0.1,0.5429999999999999,0.03,0.03,0.03,0.0,0.0,0.02,0.04,0.09,0.006,0.01,0.002,0.004,0.002,0.002,0.008,0.002,0.006,-0.02,-0.02,-0.03,-0.03,-0.02,0.0,0.562,0.03,0.03,0.03,0.0,0.0,0.03,0.05,0.1,0.006,0.006,0.002,0.003,0.002,0.002,0.008,0.004,0.002,0.03,-0.04,-0.04,-0.04,-0.03,0.5,0.598,0.02,0.02,0.02,0.0,0.0,0.02,0.03,0.002,0.02,0.002,0.002,0.002,0.008,0.002,0.002,0.01,-0.03,-0.04,-0.04,0.2,0.5920000000000001,0.01,0.01,3.7,0.04,0.04,0,0.002,0,0.0,3.5,0.04,0.01,0.003,0.005,0.006,0.0014,0.0011,0.0011,0.001,0.001,0.001,0.0012,0.0007,0.0008,0.003,0.016,0.004,0.016,0.017,0.005,0.005,0.022000000000000002,834,834,3.2,0.04,0.008,0.006,0.004,0.006,0.008,0.004,0.006,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.02,15.96,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.02,0.02,0.04,0.03,0.03,0.03,0.04,0.04,0.02,0.04,0.03,0.04,0.04,0.03,0.02,0.03,0.03,0,0.005,0.006,3.6,1.0,1.0,4.129,3.7769999999999997,3.4389999999999996,3.111,3.695,3.2910000000000004
0.0,0.0,0.0,0.0,0.0,0.003,0.004,0.002,0.004,0.002,0.004,0.01,0.008,0.002,0.05,-0.04,-0.04,-0.04,-0.04,0.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.002,0.004,0.002,0.002,0.01,0.006,0.008,-0.04,-0.04,-0.05,0.0,0.5579999999999999,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.012,0.002,0.002,0.002,0.003,0.006,0.008,-0.04,0.2,0.575,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.002,0.012,0.002,0.004,0.002,0.004,0.01,0.004,0.006,0.04,-0.04,-0.04,-0.04,-0.04,0.1,0.532,0.03,0.03,0.03,0.0,0.0,0.0,0.02,0.04,0.003,0.012,0.002,0.002,0.002,0.004,0.008,0.004,0.004,0.01,-0.05,-0.04,-0.04,-0.05,0.1,0.511,0.01,0.01,0.01,0.0,0.0,0.03,0.05,0.002,0.012,0.002,0.002,0.002,0.008,0.006,0.002,0.03,-0.05,-0.05,-0.04,0.1,0.589,-0.01,-0.01,4.0,0.04,0.04,0,0.0,0,0.002,2.5,0.04,0.02,0.003,0.004,0.005,0.0008,0.0007,0.0012,0.0013,0.0009,0.0009,0.001,0.0008,0.0007,0.002,0.008,0.004,0.008,0.009000000000000001,0.003,0.004,0.012,834,834,2.5,0.04,0.02,0.004,0.003,0.003,0.004,0.005,0.004,0.02,0.01,0.02,0.01,0.02,0.01,0.0,0.01,0.01,0.02,0.02,15.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.01,0.01,0.04,0.04,0.01,0.03,0.04,0.02,0.03,0.03,0.04,0.01,0.04,0.02,0.03,0.04,0.02,0.01,0,0.006999999999999999,0.006,3.7,1.0,1.0,3.532,3.553,3.693,2.92,4.081,3.286
0.0,0.0,0.0,0.0,0.0,0.002,0.012,0.002,0.003,0.002,0.004,0.01,0.006,0.004,0.05,-0.05,-0.05,-0.05,-0.05,0.6,0.0,0.0,0.0,0.07,0.05,0.03,0.0,0.0,0.002,0.01,0.002,0.004,0.002,0.002,0.008,0.004,0.002,0.05,-0.03,-0.03,1.0,0.6,0.01,0.01,0.0,0.0,0.0,0.02,0.04,0.002,0.008,0.002,0.004,0.002,0.002,0.008,0.002,-0.04,1.0,0.6,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.04,0.002,0.022000000000000002,0.002,0.004,0.002,0.004,0.006,0.002,0.002,0.05,-0.05,-0.05,-0.05,-0.05,1.0,0.6,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.008,0.002,0.005,0.002,0.002,0.006,0.006,0.008,0.05,-0.05,-0.04,-0.04,-0.04,1.0,0.6,0.02,0.02,0.02,0.0,0.0,0.02,0.03,0.002,0.02,0.002,0.005,0.002,0.008,0.004,0.004,0.05,-0.05,-0.05,-0.05,1.0,0.6,0.0,0.0,4.0,0.04,0.04,0,0.002,0,0.002,2.5,0.04,0.02,0.003,0.004,0.005,0.0012,0.0007,0.0013,0.0013,0.0012,0.0014,0.0013,0.0009,0.0014,0.002,0.005,0.005,0.003,0.008,0.006,0.006,0.013999999999999999,834,835,,,,,,,,,,0.01,0.02,0.01,0.01,0.0,0.01,0.02,0.02,0.01,0.01,0.02,15.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.02,0.01,0.01,0.04,0.02,0.03,0.04,0.02,0.04,0.04,0.04,0.01,0.02,0.02,0.04,0.04,0.02,0,0.003,0.005,4.0,1.0,1.0,3.4619999999999997,3.141,3.41,2.9539999999999997,3.7760000000000002,2.898
0.0,0.0,0.0,0.0,0.0,0.012,0.016,0.002,0.005,0.002,0.008,0.002,0.004,0.004,-0.02,-0.02,-0.01,-0.01,-0.02,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.002,0.003,0.002,0.006,0.004,0.006,0.004,-0.03,-0.02,-0.03,0.1,0.6,0.02,0.02,0.0,0.0,0.0,0.02,0.03,0.006,0.036000000000000004,0.002,0.003,0.002,0.008,0.002,0.008,-0.02,0.1,0.5,0.03,0.03,0.03,0.0,0.0,0.02,0.04,0.09,0.008,0.03,0.002,0.003,0.002,0.008,0.002,0.004,0.006,-0.03,-0.02,-0.02,-0.02,-0.01,0.1,0.5,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.016,0.016,0.002,0.005,0.002,0.01,0.004,0.006,0.004,-0.03,-0.01,-0.01,-0.03,-0.02,0.1,0.5,0.02,0.02,0.02,0.0,0.0,0.02,0.04,0.006,0.026000000000000002,0.002,0.005,0.002,0.005,0.004,0.002,-0.01,-0.01,-0.02,-0.02,0.1,0.6,0.0,0.0,4.0,0.04,0.04,0,0.002,0,0.002,2.5,0.04,0.02,0.003,0.004,0.005,0.0011,0.0014,0.0017,0.0018,0.0012,0.0021,0.002,0.0016,0.0013,0.0014,0.0017,0.0018,0.0012,0.0021,0.002,0.0013,0.0011,834,834,3.1,0.04,0.01,0.008,0.006,0.008,0.008,0.006,0.008,0.01,0.02,0.01,0.01,0.0,0.01,0.02,0.01,0.01,0.0,0.01,15.97,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.02,0.02,0.01,0.01,0.05,0.04,0.01,0.05,0.04,0.01,0.03,0.04,0.02,0.01,0.02,0.01,0.02,0.01,0,0.006,0.004,0.04,2.0,2.0,3.7880000000000003,3.513,2.806,3.1889999999999996,3.3939999999999997,4.133
0.0,0.0,0.0,0.0,0.0,0.012,0.006,0.002,0.004,0.002,0.01,0.004,0.004,0.004,-0.02,-0.02,-0.01,-0.02,-0.02,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.002,0.004,0.002,0.006,0.004,0.008,0.008,-0.01,-0.01,-0.02,0.1,0.5,0.01,0.01,0.0,0.0,0.0,0.02,0.03,0.006,0.011000000000000001,0.002,0.005,0.002,0.006,0.003,0.006,-0.01,0.1,0.6,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.03,0.004,0.01,0.002,0.005,0.002,0.008,0.004,0.006,0.004,-0.03,-0.02,-0.01,-0.02,-0.01,0.1,0.5,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.012,0.006,0.002,0.005,0.002,0.01,0.003,0.004,0.008,-0.02,-0.02,-0.02,-0.01,-0.01,0.1,0.6,-0.01,-0.01,-0.01,0.0,0.02,0.04,0.07,0.008,0.013999999999999999,0.002,0.004,0.002,0.004,0.006,0.004,-0.02,-0.02,-0.03,-0.01,0.1,0.5,0.0,0.0,3.5,0.04,0.04,0,0.002,0,0.002,2.5,0.04,0.03,0.003,0.005,0.005,0.0012,0.0013,0.0006,0.0004,0.0012,0.0008,0.0004,0.0006,0.0019,0.0013,0.0006,0.0004,0.0012,0.0008,0.0004,0.0019,0.0005,834,834,3.0,0.044000000000000004,0.02,0.006,0.004,0.004,0.006,0.002,0.008,0.01,0.01,0.01,0.0,0.02,0.01,0.01,0.02,0.01,0.0,0.01,15.97,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.01,0.05,0.03,0.02,0.04,0.01,0.02,0.04,0.01,0.03,0.02,0.01,0.01,0.01,0.01,0.04,0.05,0,-0.006999999999999999,-0.006999999999999999,0.04,2.0,2.0,3.165,2.8560000000000003,3.134,3.111,3.6639999999999997,2.949
0.0,0.0,0.0,0.0,0.0,0.016,0.016,0.002,0.005,0.002,0.008,0.004,0.004,0.008,0.03,-0.02,-0.03,-0.02,-0.02,0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.026000000000000002,0.002,0.005,0.002,0.008,0.005,0.008,0.006,0.05,-0.02,-0.03,0.1,0.503,0.02,0.02,0.0,0.0,0.0,0.02,0.03,0.008,0.018000000000000002,0.002,0.005,0.002,0.006,0.005,0.004,-0.03,0.2,0.551,0.03,0.03,0.03,0.0,0.0,0.0,0.02,0.04,0.002,0.024,0.002,0.004,0.002,0.008,0.004,0.004,0.004,-0.03,-0.02,-0.02,-0.02,-0.03,0.1,0.562,0.03,0.03,0.03,0.0,0.0,0.0,0.03,0.05,0.004,0.016,0.002,0.004,0.002,0.01,0.004,0.008,0.006,0.02,-0.03,-0.02,-0.02,-0.02,0.2,0.537,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.006,0.018000000000000002,0.002,0.005,0.002,0.005,0.006,0.008,0.03,-0.02,-0.01,-0.02,0.1,0.5479999999999999,0.0,0.0,3.5,0.04,0.04,0,0.002,0,0.0,2.5,0.04,0.02,0.003,0.004,0.005,0.0013,0.0011,0.0009,0.0009,0.0005,0.001,0.0008,0.0013,0.0011,0.0011,0.0009,0.0009,0.0005,0.001,0.0008,0.0011,0.0007,835,834,3.0,0.045,0.02,0.004,0.004,0.002,0.004,0.002,0.004,0.01,0.02,0.01,0.02,0.01,0.0,0.01,0.02,0.02,0.01,0.01,15.98,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.03,0.03,0.05,0.01,0.04,0.02,0.03,0.04,0.01,0.01,0.05,0.02,0.03,0.04,0.02,0.04,0.01,0.02,0,-0.004,-0.006,0.04,2.0,2.0,3.7460000000000004,3.614,3.478,3.218,3.4019999999999997,3.668
0.07,0.05,0.03,0.0,0.0,0.002,0.018000000000000002,0.002,0.005,0.002,0.01,0.003,0.004,0.002,-0.02,-0.02,-0.03,-0.02,-0.02,0.5,0.0,0.0,0.0,0.07,0.05,0.03,0.0,0.0,0.006,0.016,0.002,0.005,0.002,0.008,0.003,0.004,0.006,-0.03,-0.02,-0.02,0.1,0.6,0.01,0.01,0.0,0.0,0.03,0.06,0.12,0.008,0.018000000000000002,0.002,0.005,0.002,0.008,0.004,0.004,-0.01,0.1,0.5,0.02,0.02,0.02,0.0,0.0,0.02,0.04,0.07,0.004,0.02,0.002,0.004,0.002,0.008,0.003,0.008,0.008,0.01,-0.01,-0.02,-0.02,-0.01,0.1,0.5,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.004,0.013999999999999999,0.002,0.005,0.002,0.006,0.004,0.008,0.002,-0.03,-0.02,-0.02,-0.01,-0.01,0.1,0.5,0.01,0.01,0.01,0.0,0.02,0.04,0.08,0.006,0.022000000000000002,0.002,0.004,0.002,0.004,0.002,0.006,-0.02,-0.02,-0.02,-0.01,0.1,0.6,-0.01,-0.01,4.0,0.04,0.04,0,0.002,0,0.0,2.5,0.04,0.02,0.003,0.005,0.005,0.0022,0.0014,0.0015,0.0012,0.0015,0.0011,0.0012,0.0017,0.0023,0.0014,0.0015,0.0012,0.0015,0.0011,0.0012,0.0023,0.0009,834,834,3.0,0.042,0.02,0.006,0.004,0.004,0.004,0.006,0.008,0.01,0.02,0.01,0.0,0.02,0.01,0.01,0.01,0.0,0.01,0.01,15.96,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.02,0.01,0.03,0.05,0.01,0.01,0.02,0.01,0.02,0.03,0.01,0.01,0.02,0.03,0.02,0.02,0.01,0.03,0,0.005,0.003,0.04,2.0,2.0,3.395,3.2569999999999997,2.9739999999999998,3.8539999999999996,3.555,3.0860000000000003
0.0,0.0,0.0,0.0,0.0,0.016,0.005,0.002,0.005,0.002,0.008,0.004,0.004,0.004,0.05,-0.03,-0.02,-0.02,-0.02,0.541,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.004,0.013999999999999999,0.002,0.003,0.002,0.006,0.004,0.006,0.002,-0.02,-0.02,-0.02,0.1,0.532,0.02,0.02,0.0,0.0,0.0,0.02,0.04,0.006,0.008,0.002,0.003,0.002,0.009000000000000001,0.004,0.002,-0.02,0.2,0.562,0.04,0.04,0.04,0.0,0.0,0.0,0.03,0.05,0.002,0.005,0.002,0.005,0.002,0.008,0.004,0.002,0.006,0.03,-0.02,-0.02,-0.02,-0.02,0.3,0.5920000000000001,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.006,0.003,0.002,0.003,0.002,0.008,0.004,0.002,0.004,-0.02,-0.02,-0.02,-0.01,-0.02,0.1,0.532,0.02,0.02,0.02,0.0,0.0,0.02,0.03,0.004,0.006999999999999999,0.002,0.003,0.002,0.002,0.006,0.006,-0.01,-0.02,-0.03,-0.02,0.1,0.5539999999999999,0.02,0.02,3.5,0.04,0.04,0,0.002,0,0.002,3.0,0.04,0.02,0.003,0.004,0.005,0.0011,0.001,0.0011,0.0012,0.0006,0.0011,0.001,0.0006,0.0008,0.001,0.0011,0.0012,0.0006,0.0011,0.001,0.0008,0.0009,834,834,,,,,,,,,,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.0,0.01,15.97,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.03,0.01,0.05,0.04,0.01,0.05,0.04,0.01,0.01,0.01,0.05,0.02,0.04,0.01,0.01,0.01,0.03,0.02,0,-0.006999999999999999,-0.008,0.04,2.0,2.0,3.01,3.398,3.4360000000000004,2.969,3.736,2.827
0.0,0.0,0.0,0.0,0.0,0.008,0.005,0.002,0.005,0.002,0.01,0.004,0.004,0.008,0.05,-0.01,-0.01,-0.01,-0.01,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.005,0.002,0.005,0.002,0.01,0.004,0.006,0.006,0.05,-0.01,-0.01,1.0,0.6,0.01,0.01,0.0,0.0,0.0,0.02,0.03,0.004,0.006999999999999999,0.002,0.005,0.002,0.006,0.004,0.004,-0.01,1.0,0.6,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.004,0.002,0.004,0.002,0.01,0.005,0.008,0.008,0.05,-0.01,-0.01,-0.01,-0.01,1.0,0.6,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.016,0.01,0.002,0.004,0.002,0.01,0.004,0.004,0.006,0.05,-0.01,-0.01,-0.01,-0.01,1.0,0.6,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.013999999999999999,0.006999999999999999,0.002,0.005,0.002,0.004,0.002,0.002,0.05,-0.01,-0.01,-0.01,1.0,0.6,0.02,0.02,3.0,0.04,0.04,0,0.002,0,0.0,2.5,0.04,0.02,0.003,0.004,0.005,0.0021,0.0018,0.0013,0.0012,0.001,0.0011,0.0014,0.0009,0.0011,0.0018,0.0013,0.0012,0.001,0.0011,0.0014,0.0011,0.0003,834,835,3.5,0.04,0.01,0.002,0.004,0.002,0.002,0.005,0.004,0.01,0.02,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.01,15.97,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.01,0.01,0.05,0.02,0.03,0.04,0.01,0.01,0.01,0.04,0.05,0.04,0.02,0.05,0.03,0.05,0.05,0.03,0,0.005,0.004,0.04,2.0,2.0,3.697,3.568,2.8360000000000003,2.85,3.699,3.13
0.0,0.0,0.0,0.02,0.04,0.004,0.016,0.002,0.004,0.002,0.006,0.002,0.004,0.004,-0.05,-0.02,-0.03,-0.02,-0.03,0.584,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.08,0.002,0.02,0.002,0.002,0.002,0.008,0.005,0.006,0.008,0.03,-0.02,-0.03,0.1,0.552,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.008,0.012,0.002,0.002,0.002,0.008,0.005,0.006,-0.03,0.5,0.5710000000000001,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.016,0.022000000000000002,0.002,0.003,0.002,0.006,0.004,0.008,0.004,0.03,-0.02,-0.02,-0.03,-0.02,0.1,0.593,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.04,0.006,0.018000000000000002,0.002,0.004,0.002,0.01,0.005,0.008,0.006,0.02,-0.02,-0.02,-0.03,-0.03,0.2,0.5820000000000001,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.012,0.016,0.002,0.004,0.002,0.003,0.004,0.004,0.01,-0.01,-0.02,-0.02,0.1,0.5429999999999999,0.02,0.02,3.5,0.04,0.04,0,0.002,0,0.002,2.5,0.04,0.03,0.003,0.005,0.006,0.0016,0.0013,0.0011,0.0013,0.0007,0.0013,0.0013,0.0009,0.0009,0.0013,0.0011,0.0013,0.0007,0.0013,0.0013,0.0009,0.0007,835,834,3.0,0.044000000000000004,0.016,0.01,0.006,0.004,0.004,0.006,0.006,0.01,0.01,0.02,0.02,0.01,0.0,0.01,0.01,0.0,0.01,0.01,15.98,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.05,0.04,0.03,0.01,0.05,0.02,0.03,0.02,0.01,0.05,0.03,0.04,0.02,0.05,0.03,0.03,0.04,0.01,0,0.006999999999999999,0.005,0.04,1.0,2.0,3.313,3.593,4.061,3.425,3.8560000000000003,3.4810000000000003
0.08,0.06,0.03,0.0,0.0,0.008,0.022000000000000002,0.002,0.004,0.002,0.006,0.003,0.004,0.004,-0.02,-0.02,-0.03,-0.02,-0.02,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.006,0.024,0.002,0.002,0.002,0.01,0.004,0.008,0.006,-0.03,-0.01,-0.01,0.1,0.6,0.01,0.01,0.1,0.08,0.04,0.02,0.0,0.002,0.024,0.002,0.004,0.002,0.01,0.004,0.004,-0.01,0.1,0.5,0.02,0.02,0.02,0.0,0.0,0.0,0.03,0.05,0.008,0.018000000000000002,0.002,0.004,0.002,0.01,0.002,0.008,0.002,-0.03,-0.03,-0.02,-0.01,-0.02,0.1,0.6,0.03,0.03,0.03,0.0,0.0,0.0,0.02,0.03,0.004,0.022000000000000002,0.002,0.004,0.002,0.008,0.003,0.006,0.004,-0.03,-0.02,-0.02,-0.02,-0.01,0.1,0.6,0.03,0.03,0.03,0.0,0.02,0.04,0.09,0.008,0.01,0.002,0.005,0.002,0.004,0.002,0.008,-0.04,-0.03,-0.03,-0.01,0.1,0.6,0.01,0.01,3.0,0.04,0.04,0,0.002,0,0.0,2.5,0.04,0.03,0.003,0.005,0.005,0.002,0.0008,0.0014,0.0019,0.0005,0.0015,0.0007,0.0015,0.0011,0.0008,0.0014,0.0019,0.0005,0.0015,0.0007,0.0011,0.0015,834,834,,,,,,,,,,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,15.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.02,0.03,0.01,0.01,0.01,0.05,0.01,0.01,0.05,0.01,0.01,0.03,0.02,0.01,0.01,0.03,0.05,0.04,0,-0.006999999999999999,-0.006,0.04,2.0,2.0,3.654,3.862,2.8139999999999996,3.2310000000000003,3.2960000000000003,3.115
